file,source,title,creator,creator_url,license,license_url,landing_url,url,query,width,height,bottles_detected,kept
602dd976bdad.jpg,openverse/flickr,Bar,Sam Howzit,https://www.flickr.com/photos/12508217@N08,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/12508217@N08/16421715875,https://live.staticflickr.com/8679/16421715875_72b9b579ed_b.jpg,liquor bottle shelf,600,400,14,yes
263584671817.jpg,openverse/flickr,stocked bar,this_could_be_my_house,https://www.flickr.com/photos/23932622@N08,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/23932622@N08/2270051563,https://live.staticflickr.com/2390/2270051563_dece30ecf1_b.jpg,liquor bottle shelf,600,480,20,yes
53f5dc8be830.jpg,openverse/flickr,The Bow Bar,Bernt Rostad,https://www.flickr.com/photos/67975030@N00,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/67975030@N00/6262991486,https://live.staticflickr.com/6100/6262991486_9f69157038_b.jpg,liquor bottle shelf,600,449,2,yes
376039aded0a.jpg,wikimedia-commons,File:DZ3 0679 A colorful row of liquor bottles lined up on a dimly lit bar ready for tonights drinks.jpg,PattayaPatrol,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:DZ3_0679_A_colorful_row_of_liquor_bottles_lined_up_on_a_dimly_lit_bar_ready_for_tonights_drinks.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/32/DZ3_0679_A_colorful_row_of_liquor_bottles_lined_up_on_a_dimly_lit_bar_ready_for_tonights_drinks.jpg/1280px-DZ3_0679_A_colorful_row_of_liquor_bottles_lined_up_on_a_dimly_lit_bar_ready_for_tonights_drinks.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,liquor bottle shelf,1280,853,7,yes
1a8f036e1af2.jpg,wikimedia-commons,File:Flavored Liquor (Unsplash).jpg,wu yi takeshi2,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Flavored_Liquor_(Unsplash).jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/88/Flavored_Liquor_%28Unsplash%29.jpg/1280px-Flavored_Liquor_%28Unsplash%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,liquor bottle shelf,1280,839,15,yes
32ef5d2b136d.jpg,openverse/flickr,The Making of Harry Potter 29-05-2012,Karen Roe,https://www.flickr.com/photos/28752865@N08,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/28752865@N08/7375634372,https://live.staticflickr.com/5075/7375634372_9f68f68054_b.jpg,home bar shelf,600,400,4,yes
b89c64482366.jpg,openverse/flickr,Cafe - IHATOBO,Guwashi999,https://www.flickr.com/photos/16877319@N07,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/16877319@N07/2431632940,https://live.staticflickr.com/3282/2431632940_f3beefa50f_b.jpg,home bar shelf,600,400,6,yes
ffa4497692a3.jpg,openverse/flickr,Anchor Brewing Co tour,Bernt Rostad,https://www.flickr.com/photos/67975030@N00,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/67975030@N00/2878723924,https://live.staticflickr.com/3208/2878723924_21e07e2a64_b.jpg,home bar shelf,600,400,11,yes
f4f423098942.jpg,openverse/flickr,Bar.,Drab Makyo,https://www.flickr.com/photos/71503020@N00,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/71503020@N00/387625552,https://live.staticflickr.com/185/387625552_3af6c5174d_b.jpg,home bar shelf,600,903,18,yes
be1affd7ea3c.jpg,openverse/flickr,Farmacia Tradicional,Eneas,https://www.flickr.com/photos/99479626@N00,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/99479626@N00/3845247083,https://live.staticflickr.com/3528/3845247083_be96a157d4_b.jpg,home bar shelf,600,401,5,yes
235da49e9472.jpg,openverse/flickr,Perfume,Jenn Durfey,https://www.flickr.com/photos/52498245@N03,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/52498245@N03/5365251823,https://live.staticflickr.com/5204/5365251823_80c3fbf056_b.jpg,whisky bottle collection,600,400,2,yes
38c3a250ec24.jpg,openverse/flickr,063968:Electricity in Service Exhibition Newcastle upon Tyne Philipson 3-20 December 1924,Newcastle Libraries,https://www.flickr.com/photos/39821974@N06,CC PDM 1.0,https://creativecommons.org/publicdomain/mark/1.0/,https://www.flickr.com/photos/39821974@N06/4089081360,https://live.staticflickr.com/2756/4089081360_a5a4483308_b.jpg,whisky bottle collection,600,452,2,yes
0aee2a3ec6b8.jpg,openverse/wikimedia,Johnnie Walker Blends Lineup,Aneil Lutchman,,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0/,https://commons.wikimedia.org/w/index.php?curid=45353822,https://upload.wikimedia.org/wikipedia/commons/6/66/Johnnie_Walker_Blends_Lineup.jpg,whisky bottle collection,4912,3264,9,yes
b5a98afce19f.jpg,openverse/flickr,Little Tipples,AdamSelwood,https://www.flickr.com/photos/50148267@N00,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/50148267@N00/2813606540,https://live.staticflickr.com/3193/2813606540_e42d575eda_b.jpg,whisky bottle collection,600,698,8,yes
c5d7a8e264f8.jpg,openverse/flickr,may7-booze,David365,https://www.flickr.com/photos/12485267@N06,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/12485267@N06/4588564029,https://live.staticflickr.com/4014/4588564029_0e099fcf91_b.jpg,whisky bottle collection,600,444,6,yes
bf82580e8e7f.jpg,openverse/flickr,Diageo Claive Vidiz Collection,Bernt Rostad,https://www.flickr.com/photos/67975030@N00,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/67975030@N00/6262423587,https://live.staticflickr.com/6115/6262423587_20c2120d08_b.jpg,whisky bottle collection,600,449,8,yes
6c48b3b78e33.jpg,wikimedia-commons,File:Signatory Vintage The Un-Chillfiltered Collection Linkwood2009.jpg,Keeezawa,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Signatory_Vintage_The_Un-Chillfiltered_Collection_Linkwood2009.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/Signatory_Vintage_The_Un-Chillfiltered_Collection_Linkwood2009.jpg/1280px-Signatory_Vintage_The_Un-Chillfiltered_Collection_Linkwood2009.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,whisky bottle collection,1280,1706,2,yes
bb98f0f1312f.jpg,wikimedia-commons,"File:""Regulated Ohio Brand"" ""Prohibitory Amendment Defeated"" ""Regulate Liquor Traffic by License and Tax Laws"" in 1883, Bottled politics LCCN2012645526 (cropped).jpg",Joseph Keppler,,Public domain,,"https://commons.wikimedia.org/wiki/File:%22Regulated_Ohio_Brand%22_%22Prohibitory_Amendment_Defeated%22_%22Regulate_Liquor_Traffic_by_License_and_Tax_Laws%22_in_1883,_Bottled_politics_LCCN2012645526_(cropped).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/5/59/%22Regulated_Ohio_Brand%22_%22Prohibitory_Amendment_Defeated%22_%22Regulate_Liquor_Traffic_by_License_and_Tax_Laws%22_in_1883%2C_Bottled_politics_LCCN2012645526_%28cropped%29.jpg/1280px-%22Regulated_Ohio_Brand%22_%22Prohibitory_Amendment_Defeated%22_%22Regulate_Liquor_Traffic_by_License_and_Tax_Laws%22_in_1883%2C_Bottled_politics_LCCN2012645526_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,liquor bottle shelf,1280,1161,4,yes
a4b69ed7ff8d.jpg,wikimedia-commons,File:Ferro China Bisleri.jpg,abberdab,,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Ferro_China_Bisleri.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0e/Ferro_China_Bisleri.jpg/1280px-Ferro_China_Bisleri.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,liquor bottle shelf,1280,1707,2,yes
a4db8cc75a0c.jpg,wikimedia-commons,File:Hotel Bar (2424375734).jpg,"Tony Webster from Portland, Oregon, United States",,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Hotel_Bar_(2424375734).jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f6/Hotel_Bar_%282424375734%29.jpg/1280px-Hotel_Bar_%282424375734%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,liquor bottle shelf,1280,768,6,yes
2e43bb2c6011.jpg,wikimedia-commons,File:Josh Cellars Reserve.jpg,BanjoZebra,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Josh_Cellars_Reserve.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/21/Josh_Cellars_Reserve.jpg/1280px-Josh_Cellars_Reserve.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,liquor bottle shelf,1280,2262,4,yes
0f8174f858bb.jpg,wikimedia-commons,File:Cellarette of Gen. Bernard Pratte.jpg,Phillip von Phul,,Public domain,,https://commons.wikimedia.org/wiki/File:Cellarette_of_Gen._Bernard_Pratte.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1b/Cellarette_of_Gen._Bernard_Pratte.jpg/1280px-Cellarette_of_Gen._Bernard_Pratte.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,liquor cabinet,1280,1035,4,yes
40540aef7944.jpg,wikimedia-commons,File:HMY Britannia - Royal drinks cabinet - geograph.org.uk - 7306709.jpg,Stephen McKay,,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:HMY_Britannia_-_Royal_drinks_cabinet_-_geograph.org.uk_-_7306709.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/73/HMY_Britannia_-_Royal_drinks_cabinet_-_geograph.org.uk_-_7306709.jpg/1280px-HMY_Britannia_-_Royal_drinks_cabinet_-_geograph.org.uk_-_7306709.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,liquor cabinet,1280,853,4,yes
4adacfeaae03.jpg,wikimedia-commons,File:The Queen's Cocktail Cabinet - geograph.org.uk - 6641142.jpg,Peter Jeffery,,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:The_Queen%27s_Cocktail_Cabinet_-_geograph.org.uk_-_6641142.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4a/The_Queen%27s_Cocktail_Cabinet_-_geograph.org.uk_-_6641142.jpg/1280px-The_Queen%27s_Cocktail_Cabinet_-_geograph.org.uk_-_6641142.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,liquor cabinet,1280,853,6,yes
4483caf90590.jpg,wikimedia-commons,File:Mimosa at Valley Bar and Bottle Shop - Sarah Stierch 01.jpg,Missvain,,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:Mimosa_at_Valley_Bar_and_Bottle_Shop_-_Sarah_Stierch_01.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/74/Mimosa_at_Valley_Bar_and_Bottle_Shop_-_Sarah_Stierch_01.jpg/1280px-Mimosa_at_Valley_Bar_and_Bottle_Shop_-_Sarah_Stierch_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,bar bottles,1280,960,20,yes
a05be3a45fba.jpg,wikimedia-commons,File:Valley Bar - Sonoma - 7.9.33.jpg,Missvain,,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:Valley_Bar_-_Sonoma_-_7.9.33.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/82/Valley_Bar_-_Sonoma_-_7.9.33.jpg/1280px-Valley_Bar_-_Sonoma_-_7.9.33.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,bar bottles,1280,1707,2,yes
420cf9d270b4.jpg,wikimedia-commons,File:Valley Bar and Bottle - August 2022 - Sarah Stierch 02.jpg,Missvain,,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:Valley_Bar_and_Bottle_-_August_2022_-_Sarah_Stierch_02.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/30/Valley_Bar_and_Bottle_-_August_2022_-_Sarah_Stierch_02.jpg/1280px-Valley_Bar_and_Bottle_-_August_2022_-_Sarah_Stierch_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,bar bottles,1280,960,10,yes
67d7745e02bd.jpg,wikimedia-commons,File:Valley Bar and Bottle - August 2022 - Sarah Stierch 03.jpg,Missvain,,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:Valley_Bar_and_Bottle_-_August_2022_-_Sarah_Stierch_03.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/54/Valley_Bar_and_Bottle_-_August_2022_-_Sarah_Stierch_03.jpg/1280px-Valley_Bar_and_Bottle_-_August_2022_-_Sarah_Stierch_03.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,bar bottles,1280,960,3,yes
e6760796dcb1.jpg,wikimedia-commons,File:Master of Malt Bottles.jpg,Benellefsen,,Public domain,,https://commons.wikimedia.org/wiki/File:Master_of_Malt_Bottles.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1a/Master_of_Malt_Bottles.jpg/1280px-Master_of_Malt_Bottles.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,whisky bottle collection,1280,1342,8,yes
94b5d0dea3d4.jpg,wikimedia-commons,File:Signatory Vintage The Un-Chillfiltered Collection Ben Nevis 2013.jpg,Keeezawa,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Signatory_Vintage_The_Un-Chillfiltered_Collection_Ben_Nevis_2013.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/00/Signatory_Vintage_The_Un-Chillfiltered_Collection_Ben_Nevis_2013.jpg/1280px-Signatory_Vintage_The_Un-Chillfiltered_Collection_Ben_Nevis_2013.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,whisky bottle collection,1280,1707,2,yes
d47330ae3c90.jpg,wikimedia-commons,File:Single Malt Scotch Whisky (53224427012).jpg,Ethan Long,,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Single_Malt_Scotch_Whisky_(53224427012).jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f1/Single_Malt_Scotch_Whisky_%2853224427012%29.jpg/1280px-Single_Malt_Scotch_Whisky_%2853224427012%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,whisky bottle collection,1280,960,7,yes
ea7cea4e0f15.jpg,wikimedia-commons,File:Bottles of Pan Tadeusz and Adam Mickiewicz vodka on a Biedronka store shelf.jpg,Oleslawlama,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Bottles_of_Pan_Tadeusz_and_Adam_Mickiewicz_vodka_on_a_Biedronka_store_shelf.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/89/Bottles_of_Pan_Tadeusz_and_Adam_Mickiewicz_vodka_on_a_Biedronka_store_shelf.jpg/1280px-Bottles_of_Pan_Tadeusz_and_Adam_Mickiewicz_vodka_on_a_Biedronka_store_shelf.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,spirits shelf,1280,952,8,yes
044a5bd3e7bb.jpg,wikimedia-commons,File:Real maraschino cherries.jpg,Ilikefood,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Real_maraschino_cherries.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bd/Real_maraschino_cherries.jpg/1280px-Real_maraschino_cherries.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,spirits shelf,1280,1600,5,yes
f38bba154ab1.jpg,wikimedia-commons,File:Absinthe House Back Barroom Bar Bottles.JPG,Infrogmation of New Orleans,,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Absinthe_House_Back_Barroom_Bar_Bottles.JPG,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/46/Absinthe_House_Back_Barroom_Bar_Bottles.JPG/1280px-Absinthe_House_Back_Barroom_Bar_Bottles.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,back bar bottles,1280,960,18,yes
d34edd742589.jpg,wikimedia-commons,File:Liquor Bottles on a Bar Wall.JPG,DWS-Montag Zen,,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Liquor_Bottles_on_a_Bar_Wall.JPG,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/97/Liquor_Bottles_on_a_Bar_Wall.JPG/1280px-Liquor_Bottles_on_a_Bar_Wall.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,back bar bottles,1280,962,8,yes
06c562f79b32.jpg,wikimedia-commons,"File:Three brand of Arak on the Anis shelf. A liquor store in Massachusetts, 2024.webp",Refael Ackermann,,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"https://commons.wikimedia.org/wiki/File:Three_brand_of_Arak_on_the_Anis_shelf._A_liquor_store_in_Massachusetts,_2024.webp",https://thumb.wikimedia.org/wikipedia/commons/thumb/9/97/Three_brand_of_Arak_on_the_Anis_shelf._A_liquor_store_in_Massachusetts%2C_2024.webp/1280px-Three_brand_of_Arak_on_the_Anis_shelf._A_liquor_store_in_Massachusetts%2C_2024.webp?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,liquor store shelf,1280,989,9,yes
ea05610c27e3.jpg,wikimedia-commons,File:Wine and etc.JPG,Zivya,,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Wine_and_etc.JPG,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/30/Wine_and_etc.JPG/1280px-Wine_and_etc.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,liquor store shelf,1280,854,17,yes
ac730e8ebf51.jpg,wikimedia-commons,File:Ai Honten (50178640473).jpg,"Dick Thomas Johnson from Tokyo, Japan",,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Ai_Honten_(50178640473).jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/Ai_Honten_%2850178640473%29.jpg/1280px-Ai_Honten_%2850178640473%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,bottle display bar,1280,853,6,yes
44f80943e33a.jpg,wikimedia-commons,File:Bar Hard Rock Cafe Prague.png,Clock,,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Bar_Hard_Rock_Cafe_Prague.png,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/52/Bar_Hard_Rock_Cafe_Prague.png/1280px-Bar_Hard_Rock_Cafe_Prague.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,bottle display bar,1280,960,11,yes
8ff63ff49188.jpg,wikimedia-commons,"File:Beer taps at Viela inside Mercado Novo - Mercado Novo - Centro de Belo Horizonte, Minas Gerais, MG, BRAZIL - 2026 - Daniel Guimaraes Rego, Dan Rego, Daniel G. Rego, Daniel Rego, Daniel Guimarães Rego (1986) 03.jpg",Daniel G Rego,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Beer_taps_at_Viela_inside_Mercado_Novo_-_Mercado_Novo_-_Centro_de_Belo_Horizonte,_Minas_Gerais,_MG,_BRAZIL_-_2026_-_Daniel_Guimaraes_Rego,_Dan_Rego,_Daniel_G._Rego,_Daniel_Rego,_Daniel_Guimar%C3%A3es_Rego_(1986)_03.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/2/26/Beer_taps_at_Viela_inside_Mercado_Novo_-_Mercado_Novo_-_Centro_de_Belo_Horizonte%2C_Minas_Gerais%2C_MG%2C_BRAZIL_-_2026_-_Daniel_Guimaraes_Rego%2C_Dan_Rego%2C_Daniel_G._Rego%2C_Daniel_Rego%2C_Daniel_Guimar%C3%A3es_Rego_%281986%29_03.jpg/1280px-thumbnail.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,bottle display bar,1280,854,22,yes
a616c72f8011.jpg,wikimedia-commons,File:Beverages being displayed.jpg,Loulanshinsui,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Beverages_being_displayed.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/da/Beverages_being_displayed.jpg/1280px-Beverages_being_displayed.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,bottle display bar,1280,1707,19,yes
1f7c476dfbde.jpg,wikimedia-commons,File:DZ6 0555 A cozy dimly lit bar with a long wooden counter a bartender prepping drinks and rows of bottles and taps glowing on the back wall.jpg,PattayaPatrol,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:DZ6_0555_A_cozy_dimly_lit_bar_with_a_long_wooden_counter_a_bartender_prepping_drinks_and_rows_of_bottles_and_taps_glowing_on_the_back_wall.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/DZ6_0555_A_cozy_dimly_lit_bar_with_a_long_wooden_counter_a_bartender_prepping_drinks_and_rows_of_bottles_and_taps_glowing_on_the_back_wall.jpg/1280px-DZ6_0555_A_cozy_dimly_lit_bar_with_a_long_wooden_counter_a_bartender_prepping_drinks_and_rows_of_bottles_and_taps_glowing_on_the_back_wall.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,bottle display bar,1280,852,10,yes
